895	336	62	54
894	331	56	63
893	328	54	65
890	327	53	64
887	326	53	66
883	325	56	64
879	325	59	63
876	326	55	60
874	325	51	59
873	324	50	59
873	324	48	57
868	324	49	56
867	326	51	56
864	328	49	56
864	327	49	51
860	329	48	51
861	334	46	49
857	337	50	49
855	330	52	51
855	330	51	54
851	329	55	57
850	328	59	58
845	327	63	60
845	327	62	63
842	326	59	63
839	326	57	63
836	326	55	63
833	323	55	65
830	323	57	64
829	322	55	65
827	322	55	65
824	321	54	65
821	319	56	66
818	317	57	69
814	317	59	71
812	317	58	71
808	318	58	69
806	318	57	68
801	320	59	67
801	322	58	68
797	324	59	70
793	325	61	71
790	326	59	70
789	327	55	68
787	325	56	66
785	326	55	68
781	326	56	71
780	327	55	69
778	327	55	72
776	328	55	70
758	314	71	79
731	282	128	105
722	204	162	174
724	48	197	236
748	24	207	222
710	98	224	233
532	293	196	123
550	300	129	136
525	312	131	105
523	316	144	107
529	321	141	99
518	328	123	66
579	315	87	115
587	305	95	95
735	326	66	74
740	325	57	69
740	325	55	72
737	324	54	72
735	324	53	73
733	325	52	73
730	325	52	73
726	324	54	74
718	324	56	72
712	324	56	73
709	322	60	76
705	322	61	74
698	324	61	73
697	326	61	73
696	328	59	71
675	328	56	71
690	330	52	71
689	337	51	65
692	332	48	71
689	330	52	73
686	328	55	76
685	331	56	74
681	330	59	75
676	326	54	78
681	328	50	76
675	327	52	76
675	329	50	75
674	328	52	75
651	326	60	78
632	322	65	88
626	325	70	105
620	323	77	113
616	323	79	102
622	318	78	122
618	321	74	105
617	316	80	129
611	323	81	105
623	319	74	126
542	312	76	101
542	313	70	108
544	315	71	109
618	315	75	129
606	327	78	96
616	317	69	120
552	325	71	99
565	329	82	95
565	327	73	84
557	321	85	98
571	319	76	97
589	328	82	79
583	321	79	86
591	317	71	101
594	330	62	80
582	338	62	74
584	334	61	88
580	331	61	87
577	333	66	85
573	331	67	97
573	331	66	95
576	333	66	99
571	334	65	97
575	337	72	109
543	335	83	110
543	336	87	114
544	333	92	107
549	336	98	87
546	334	103	103
519	338	118	96
530	338	99	109
514	336	96	93
506	335	95	88
514	335	93	89
511	336	82	89
505	336	89	92
504	336	84	91
500	336	89	93
495	336	87	92
493	336	87	95
487	337	88	93
484	337	84	92
481	336	80	94
475	337	83	96
472	337	82	96
467	338	83	96
463	339	83	96
459	338	82	97
455	337	82	98
451	337	82	99
446	338	81	99
442	338	81	99
438	338	82	100
434	339	80	99
429	340	80	100
423	341	83	100
417	341	81	101
413	340	82	102
409	341	86	99
400	341	88	100
394	343	88	102
385	343	91	100
382	343	90	102
374	344	95	101
366	344	97	102
359	345	98	101
354	344	95	102
347	345	97	101
341	347	99	101
334	345	101	103
328	344	99	103
324	344	98	105
315	345	101	105
310	345	101	105
303	347	102	105
296	347	100	103
292	348	99	102
284	348	103	103
278	349	103	105
273	349	102	104
266	349	101	106
260	348	101	107
253	349	102	107
248	349	104	107
241	350	102	106
235	348	103	108
232	348	98	108
230	348	92	108
220	347	97	109
215	347	97	109
204	349	101	108
196	349	104	109
192	350	103	107
189	350	97	108
184	350	96	106
166	348	104	113
159	350	107	111
158	351	101	110
157	352	96	111
148	350	96	117
140	351	95	115
133	350	96	118
123	349	99	119
107	348	110	122
111	348	99	117
89	345	113	124
81	349	116	119
73	349	121	120
63	347	124	124
55	352	127	122
48	351	124	122
42	350	123	124
37	351	124	124
29	351	126	127
25	353	122	123
13	352	124	128
5	353	127	128
3	354	118	128
1	356	113	125
0	355	104	125
0	354	99	124
0	356	91	125
0	355	84	123
